ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
SANA,"Sana Biotechnology, Inc.",,,D,ineligible,D,ineligible,,0.830961,,0,0.639073,1,0.360927,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+24.6;financial_score:-23.9;catalyst_score:+4.8,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 111187000.0, ""cash_total"": 153054000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.51854983046579, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 2}",early|none|nonpos,0.0033383283582089558,,-1.5015,,0,-0.4115,-0.3062,2,2,buying,-0.3865,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,861.68,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.15582,price_history,,2,1.7823,price_history,,-0.759395,,45.38,1.1156,-0.4123,-0.347095,early,small,sev1,drug_developer,morningstar,,,,0,0.7156269494697442295695570805,31.99,41.25000000000000000000000000,61.0,50,35.37828255513490775794723875,12.51907938224866294092903071,33.5553,-0.4323,0.0,2970,1,0.0,0.0,0,0,0.0,0.0,0.55,metabolic,0.7029,highly_crowded,1.0,234,0.0033383283582089558,0.169039,-0.958,13.66,0.151246,-1.0311
SRRK,Scholar Rock Holding Corporatio,,,D,ineligible,D,ineligible,,0.343416,,0,0.63245,1,0.36755,,0,no_upcoming,9,neutral,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-35.4;smart_money_score:+27.6;momentum_score:+11.7,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 7}",late|none|nonpos,0.09811690510948905,,-0.3173,789,1,-0.3894,-0.2832,7,7,buying,1.5669,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=1000bps,460.05,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.051019,price_history,,7,1.3021,price_history,,-0.79079,,45.6379,0.7098,-0.4123,-0.37849,late,unknown,sev2,drug_developer,morningstar,,,,0,0.7633283029359430604982206406,52.10,41.25000000000000000000000000,68.0,50,35.88628799400471687716282043,5,35.0379,-0.3698,3.0,789,3,0.6667,0.0184,0,0,0.0,0.4,0.75,rare_disease,0.7029,highly_crowded,1.0,97,0.09811690510948905,0.656584,0.4032,11.89,0.126335,-1.1439
CADL,"Candel Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.225979,,0,0.625828,1,0.374172,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+27.7;momentum_score:-23.8;clinical_score:-4.6,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag|deep_drawdown,1,sponsor_absent_late_stage,"{""burn_ttm"": 27743000.0, ""cash_total"": 86963000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.903184982071295, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 0}",late|none|nonpos,0.09811690510948905,,0.8662,0,1,-0.3894,-0.2832,0,0,neutral,-1.1679,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1387.28,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.428493,price_history,,0,0.8068,price_history,,-0.848739,,26.9377,0.6596,-0.4123,-0.436439,late,micro,none,drug_developer,morningstar,,,,0,0.8410967125469229894209987487,16.72,41.25000000000000000000000000,,86.80,35.88628799400471687716282043,68.16901408450704225352112676,35.4633,-0.3519,3.0,650,11,1.0,0.0561,0,0,0.0,0.6,0.95,oncology,0.7029,highly_crowded,1.0,64,0.09811690510948905,0.774021,0.7522,24.01,0.507117,0.0178
PVLA,"Palvella Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.33274,,0,0.612583,1,0.387417,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+33.0;momentum_score:-21.2;financial_score:-12.7,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 20080000.0, ""cash_total"": 63567000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 37.98824701195219, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",late|none|nonpos,0.09811690510948905,,0.8677,0,1,-0.3054,-0.1955,4,4,buying,0.3949,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,491.35,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.421344,price_history,,4,0.5207,price_history,,-0.789474,,30.2301,,-0.4123,-0.377174,late,small,none,drug_developer,morningstar,,,,0,0.8521463044998834227092562369,17.81,41.25000000000000000000000000,72.0,30.80,37.81987700853005356080142828,26.32653061224489795918367346,38.7969,-0.2112,3.0,55,4,1.0,2.2478,2,3,0.0,0.7,0.5,other,-3.5294,uncrowded,1.0,94,0.09811690510948905,0.66726,0.4324,23.89,0.496441,-0.0089
PRAX,"Praxis Precision Medicines, Inc",,,D,ineligible,D,ineligible,,0.624555,,0,0.572848,1,0.427152,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-32.2;smart_money_score:+26.8;financial_score:+9.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 249068000.0, ""cash_total"": 599331000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.875535998201293, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",mid|none|pos,0.03706145833333333,,0.3794,0,1,-0.0822,0.0376,8,8,buying,1.9576,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,221.16,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.48495,price_history,,8,1.4217,price_history,,-0.930405,,25.584,0.9863,-0.4123,-0.518105,mid,mid,none,drug_developer,morningstar,,,,0,0.7792174913693901035673187572,12.00,41.25000000000000000000000000,71.0,10.00,42.96000000000000000000000000,53.60000000000000000000000000,41.8482,-0.0825,2.0,111,5,1.0,0.3965,0,1,0.0,0.4,0.6,cns,0.7029,highly_crowded,1.0,176,0.03706145833333333,0.375445,-0.3175,25.89,0.542705,0.1072
PTGX,"Protagonist Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.546263,,0,0.57947,1,0.42053,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+24.9;financial_score:-10.2;catalyst_score:-5.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 567364000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",late|none|pos,0.07398378082191781,,0.8716,0,1,-0.099,0.02,5,5,buying,0.7855,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,371.54,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.142604,price_history,,5,1.1838,price_history,,-0.777628,,47.1971,0.6429,-0.4123,-0.365328,late,mid,none,drug_developer,morningstar,,,,0,0.8801873653984206748025843503,41.29,41.25000000000000000000000000,71.5,15.33,42.57290220194405871850823250,36.34416729654824892920131016,42.2776,-0.0644,3.0,854,9,1.0,1.0543,0,3,0.0,0.4,0.6,autoimmune,0.2326,moderate,1.0,154,0.07398378082191781,0.453737,-0.1162,32.55,0.653025,0.3935
FHTX,Foghorn Therapeutics Inc.,,,D,ineligible,D,ineligible,,0.738434,,0,0.60596,1,0.39404,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+18.1;financial_score:-17.7;momentum_score:-11.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 63828000.0, ""cash_total"": 89334000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.795262267343485, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",early|none|nonpos,0.0033383283582089558,,-1.3801,405,1,-0.2727,-0.1613,1,1,neutral,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2036.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.465439,price_history,,1,0.9853,price_history,,-0.671622,,38.7289,0.9327,-0.4123,-0.259322,early,small,sev1,drug_developer,morningstar,,,,0,0.7395278509966234614965690012,23.14,41.25000000000000000000000000,52.5,67.50,38.57370350339522865212427138,16.70632774472687939426717144,37.4507,-0.268,1.0,405,3,0.6667,0.0169,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,208,0.0033383283582089558,0.261566,-0.6385,18.82,0.375445,-0.3175
CCCC,"C4 Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.709964,,0,0.599338,1,0.400662,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-28.9;smart_money_score:+26.1;momentum_score:+3.7,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 98694000.0, ""cash_total"": 74603000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 9.070824974162564, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 3}",early|none|nonpos,0.0033383283582089558,,-1.3826,424,1,-0.2727,-0.1613,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1461.59,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.063885,price_history,,3,1.3889,price_history,,-0.814127,,48.4114,0.7106,-0.4123,-0.401827,early,micro,sev2,drug_developer,morningstar,,,,0,0.7246493933785728973884433477,44.03,41.25000000000000000000000000,66.5,50,38.57370350339522865212427138,11.50231356288684574244336278,37.4507,-0.268,1.0,424,2,0.3333,0.0073,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,200,0.0033383283582089558,0.290036,-0.5533,10.87,0.090747,-1.3362
CLLS,Cellectis S.A.,,,D,ineligible,D,ineligible,,0.717082,,0,0.592715,1,0.407285,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-25.7;catalyst_score:+10.5;clinical_score:+9.8,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""early"", ""surv_score"": ""-5.0"", ""tier1_count"": 0}",early|none|nonpos,0.0033383283582089558,,-0.2011,0,1,-0.1879,-0.0727,0,0,neutral,-1.1679,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,>2000bps,2050.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.081901,price_history,,0,0.8554,price_history,,-0.816978,,39.856,0.8122,-0.4123,-0.404678,early,unknown,sev2,drug_developer,morningstar,,,,0,0.6775471095496646438837432130,36.05,41.25000000000000000000000000,,50,40.52701159786070548644913166,5,39.404,-0.1856,1.0,240,5,1.0,0.0342,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,202,0.0033383283582089558,0.282918,-0.5742,10.35,0.087189,-1.3583
PYXS,"Pyxis Oncology, Inc.",,,D,ineligible,D,ineligible,,0.820285,,0,0.586093,1,0.413907,,0,no_upcoming,9,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+24.9;momentum_score:-15.0;financial_score:-9.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 53075000.0, ""cash_total"": 76256000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.24111163447951, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 3}",early|none|nonpos,0.0033383283582089558,,-1.3572,344,1,-0.1307,-0.013,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.365628,price_history,,3,0.377,price_history,,-0.876833,,34.9366,1.6279,-0.4123,-0.464533,early,micro,sev1,drug_developer,morningstar,,,,0,0.7246236116824352118469765529,26.53,41.25000000000000000000000000,66.5,50,41.84424012979989183342347215,31.64293011237305450393606154,40.7212,-0.13,1.0,344,2,0.3333,0.0144,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,231,0.0033383283582089558,0.179715,-0.9165,21.59,0.435943,-0.1613
BDTX,"Black Diamond Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.019573,,0,0.566225,1,0.433775,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-22.8;smart_money_score:+13.0;financial_score:+10.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 30864000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",early|none|pos,0.1,,-1.3789,1109,1,-0.0729,0.0473,1,1,buying,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1969.35,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.520777,price_history,,1,0.6265,price_history,,-0.811005,,38.8963,0.7908,-0.4123,-0.398705,early,micro,none,drug_developer,morningstar,,,,0,0.7487296312086975058622894905,19.67,41.25000000000000000000000000,55.5,90.00,43.17348717024217294633735954,52.79069767441860465116279070,42.0505,-0.0739,1.0,1109,2,0.3333,0.0,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,6,0.1,0.980427,2.0626,32.34,0.645907,0.3743
GLUE,"Monte Rosa Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.065836,,0,0.39404,1,0.60596,,0,no_upcoming,9,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+21.0;financial_score:-15.1;momentum_score:-11.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 208343000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|pos,0.1,,-1.3544,1288,1,0.4508,0.5941,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,598.18,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.09244,price_history,,3,1.2913,price_history,,-0.713444,,49.371,1.2054,-0.4123,-0.301144,early,small,none,drug_developer,morningstar,,,,0,0.7225755097590230073056373351,34.12,41.25000000000000000000000000,66.5,31.33,55.23255813953488372093023256,30.42184964845862628447809627,54.1095,0.4348,1.0,1288,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,19,0.1,0.934164,1.5075,29.92,0.606762,0.2709
TYRA,"Tyra Biosciences, Inc.",,,D,ineligible,D,ineligible,,0.172598,,0,0.36755,1,0.63245,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-34.7;smart_money_score:+20.8;clinical_score:+17.2,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 71518000.0, ""cash_total"": 61951000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 10.394753768282111, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 2}",early|none|pos,0.1,,-1.3526,1472,1,0.5265,0.6732,2,2,buying,-0.3865,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,678.57,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.302956,price_history,,2,1.0253,price_history,,-0.779904,,47.3692,0.7452,-0.4123,-0.367604,early,small,sev2,drug_developer,morningstar,,,,0,0.7853712776972458065852143301,34.99,41.25000000000000000000000000,60.5,50,56.97674418604651162790697675,5,55.8537,0.5084,1.0,1472,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,49,0.1,0.827402,0.9439,16.13,0.265125,-0.6276
NRIX,"Nurix Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.122776,,0,0.354305,1,0.645695,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-33.6;clinical_score:+19.1;smart_money_score:+12.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 249465000.0, ""cash_total"": 246960000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.879502134567975, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 4}",early|none|pos,0.1,,-1.2229,200,1,0.5568,0.7049,4,4,selling,0.3949,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,674.93,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.233055,price_history,,4,1.2394,price_history,,-0.670435,,39.4908,0.7197,-0.4123,-0.258135,early,small,sev2,drug_developer,morningstar,,,,0,0.8269203490893321769297484822,38.19,41.25000000000000000000000000,51.0,32.50,57.67441860465116279069767442,5,56.5514,0.5378,1.0,200,4,1.0,0.0472,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,35,0.1,0.877224,1.1612,16.06,0.261566,-0.6385
NGNE,Neurogene Inc.,,,D,ineligible,D,ineligible,,0.115658,,0,0.301325,1,0.698675,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-31.1;smart_money_score:+31.0;catalyst_score:-12.8,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 59744000.0, ""cash_total"": 265410000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 53.30945366898768, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",early|none|pos,0.1,,-0.6882,55,1,0.7386,0.8947,8,8,buying,1.9576,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1586.17,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.328223,price_history,,8,0.9417,price_history,,-0.91871,,40.0895,0.823,-0.4123,-0.50641,early,small,none,drug_developer,morningstar,,,,0,0.7881479071784862285838212969,22.98,41.25000000000000000000000000,85,72.50,61.86046511627906976744186046,59.06976744186046511627906977,60.5586,0.7069,1.0,55,5,1.0,0.1581,1,0,0.0,0.3,0.65,rare_disease,0.7029,highly_crowded,1.0,33,0.1,0.884342,1.197,42.62,0.83452,0.9722
TCRX,"TScan Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.161922,,0,0.281457,1,0.718543,,0,no_upcoming,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-21.4;clinical_score:+13.2;smart_money_score:+11.6,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 103317000.0, ""cash_total"": 184453000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 21.003529947620134, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 2}",early|none|pos,0.1,,-1.3301,1137,1,0.7689,0.9264,2,2,buying,-0.3865,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2036.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.217806,price_history,,2,0.086,price_history,,-0.681768,,45.6379,,-0.4123,-0.269468,early,micro,sev1,drug_developer,morningstar,,,,0,0.7583928381114782052648406693,54.13,41.25000000000000000000000000,61.0,90.00,62.55813953488372093023255814,28.01574424613905414338080644,61.4351,0.7439,1.0,1137,4,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,46,0.1,0.838078,0.9866,30.85,0.620996,0.3081
PGEN,"Precigen, Inc.",,,D,ineligible,D,ineligible,,0.133452,,0,0.162252,1,0.837748,,0,no_upcoming,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-37.7;clinical_score:+24.7;smart_money_score:+9.2,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 64371000.0, ""cash_total"": 121135000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 22.581908002050614, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",early|none|pos,0.1,,-0.114,0,1,1.1325,1.306,1,1,buying,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,775.44,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.127979,price_history,,1,1.3447,price_history,,-0.687273,,37.6538,0.8424,-0.4123,-0.274973,early,small,sev1,drug_developer,morningstar,,,,0,0.7474074074074074074074074074,55.14,41.25000000000000000000000000,55.5,37.50,70.93023255813953488372093023,8.524127155819962742623640413,70.2263,1.1147,1.0,593,5,1.0,0.0033,0,0,0.0,0.4,0.85,oncology,0.7029,highly_crowded,1.0,38,0.1,0.866548,1.1102,27.75,0.574733,0.1884
STRO,"Sutro Biopharma, Inc.",,,D,ineligible,D,ineligible,,0.154804,,0,0.208609,1,0.791391,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-38.9;clinical_score:+21.9;smart_money_score:+21.0,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 150796000.0, ""cash_total"": 167594000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 13.336746332793973, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 3}",early|none|pos,0.1,,-1.3028,482,1,0.981,1.1478,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1967.55,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.034261,price_history,,3,0.6856,price_history,,-0.760306,,50.6827,1.0735,-0.4123,-0.348006,early,small,sev2,drug_developer,morningstar,,,,0,0.7225784997819450501526384649,45.85,41.25000000000000000000000000,66.5,62.50,67.44186046511627906976744186,6.598762093624181239108226668,66.3188,0.9499,1.0,482,3,0.6667,0.0064,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,44,0.1,0.845196,1.016,14.30,0.186833,-0.8896
