ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
ABEO,Abeona Therapeutics Inc.,18,0.75,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.005119,,0,0.763804,1,0.236196,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,clinical_score:-29.5;financial_score:+22.0;smart_money_score:+7.4,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 58373000.0, ""cash_total"": 207117000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 38.84982606281337, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 2}",late|none|pos,0.1,,0.564,0,1,-0.9909,0.1759,2,2,neutral,-0.4164,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1317.16,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.053668,price_history,,2,1.162,price_history,,-0.232897,,47.6204,,-0.266684,0.033787,late,micro,none,drug_developer,morningstar,,,,0,0.8741862964621585311240483654,54.21,41.25000000000000000000000000,55.0,64.74,18.10433853846980778100281236,69.60893854748603351955307263,16.8054,-1.1437,3.0,144,9,1.0,0.4533,0,1,0.0,0.3,0.5,other,-1.6921,uncrowded,1.0,2,0.1,0.994881,2.5677,26.89,0.55802,0.146,0.26885,0.26385,0.0,0.0,0.0,0.005,0.0
ELDN,"Eledon Pharmaceuticals, Inc.",19,0.18,B,high_opt+catalyst_far,B,high_opt+catalyst_far,,0.820819,,0,0.739264,1,0.260736,388,0,specific_days,9,headwind,deep_drawdown,S,catalyst_far_lift|momentum_headwind|cost_haircut_>2000bps,clinical_score:-18.6;smart_money_score:+13.0;catalyst_score:+6.1,tier=B;reason=high_opt+catalyst_far;cat_days=388;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 48250000.0, ""cash_total"": 93401000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.229264248704663, ""stage_bucket"": ""mid"", ""surv_score"": ""4.0"", ""tier1_count"": 1}",mid|far_271_540|pos,-0.009007225352112676,,-0.0001,0,1,-0.8717,0.4561,1,1,neutral,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,388,False,specific_days,-0.174582,price_history,,1,1.2141,price_history,,-0.454717,,40.9341,,-0.266684,-0.188033,mid,micro,sev1,drug_developer,morningstar,,,,0,0.7592904001749398644216050733,39.54,45.56250000000000000000000000,52.5,64.81,20.91387245233399079552925707,38.87245233399079552925706772,19.5393,-1.0274,2.0,125,6,1.0,0.394,0,1,0.0,0.3,0.55,metabolic,-0.5032,uncrowded,1.0,241,-0.009007225352112676,0.179181,-0.9185,20.82,0.428328,-0.1806,0.45565,0.4561,0.0,0.0,0.0,-0.00045,0.0
RVMD,"Revolution Medicines, Inc.",20,1.08,B,high_opt+catalyst_far,B,high_opt+catalyst_far,,0.704778,,0,0.726994,1,0.273006,206,0,specific_days,9,neutral,,L,catalyst_far_lift|sponsor_confirmed,clinical_score:-29.1;smart_money_score:+26.0;financial_score:+6.0,tier=B;reason=high_opt+catalyst_far;cat_days=206;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 897741000.0, ""cash_total"": 2025679000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 27.077016645112565, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",late|near_181_270|pos,-0.0021468813559322036,,0.5718,0,1,-0.833,0.5471,8,8,buying,1.9003,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,174.63,1.0,0,0,1.0,0,1.0,0,206,False,specific_days,0.140688,price_history,,8,1.1817,price_history,,-0.333003,,56.6082,0.4254,-0.266684,-0.066319,late,large,none,drug_developer,morningstar,,,,0,0.8847952375015584091759132278,53.44,45.56250000000000000000000000,77.0,57.22,21.82609781217814674947723229,56.95530726256983240223463688,20.6354,-0.9808,3.0,388,12,1.0,0.1195,0,0,0.0,0.3,0.95,oncology,0.6858,highly_crowded,1.0,207,-0.0021468813559322036,0.295222,-0.5382,22.36,0.479522,-0.0514,0.820543,0.82065,0.0,0.0,0.0,-0.000107,0.0
SMMT,Summit Therapeutics Inc.,21,0.92,B,high_opt+catalyst_far,B,high_opt+catalyst_far,,0.708191,,0,0.690184,1,0.309816,236,0,specific_days,9,tailwind,high_beta,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind|high_risk,clinical_score:-26.9;momentum_score:+23.0;smart_money_score:+19.5,tier=B;reason=high_opt+catalyst_far;cat_days=236;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 322930000.0, ""cash_total"": 713448000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 26.511553587464775, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 5}",late|near_181_270|pos,-0.0021468813559322036,,0.5788,0,1,-0.6931,0.8761,5,5,buying,0.7419,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,484.44,0.85,1,0,1.0,0,1.0,0,236,False,specific_days,0.52882,price_history,,5,2.018,price_history,,-0.347139,,49.419,0.5984,-0.266684,-0.080455,late,large,none,drug_developer,morningstar,,,,0,0.8151449643947100712105798576,75.06,45.56250000000000000000000000,71.5,13.23,25.12437189850504041696576262,42.95359417967950785278584036,24.2799,-0.8257,3.0,236,17,1.0,0.3615,0,0,0.0,0.4,0.95,oncology,0.6858,highly_crowded,1.0,208,-0.0021468813559322036,0.291809,-0.5481,16.80,0.271331,-0.6088,1.314043,1.31415,0.0,0.0,0.0,-0.000107,0.0
IRON,"Disc Medicine, Inc.",22,0.92,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.09727,,0,0.684049,1,0.315951,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,clinical_score:-29.4;smart_money_score:+24.9;financial_score:+24.4,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 180393000.0, ""cash_total"": 791152000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 52.62856097520414, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",late|none|pos,0.1,,0.5796,0,1,-0.6694,0.9319,8,8,buying,1.9003,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,463.13,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.060811,price_history,,8,1.5644,price_history,,-0.344301,,45.9967,0.4392,-0.266684,-0.077617,late,mid,none,drug_developer,morningstar,,,,0,0.8918554617853322239391418044,48.87,41.25000000000000000000000000,80.0,63.92,25.68379402779078194951607142,79.50000000000000000000000000,24.3647,-0.8221,3.0,510,4,1.0,0.0608,0,0,0.0,0.4,0.5,other,-0.5032,uncrowded,1.0,29,0.1,0.90273,1.2973,32.67,0.656997,0.4043,1.40285,1.39785,0.0,0.0,0.0,0.005,0.0
RNA,"Avidity Biosciences, Inc.",23,1.08,B,high_opt+catalyst_far,B,high_opt+catalyst_far,,0.343003,,0,0.665644,1,0.334356,510,0,specific_days,9,neutral,deep_drawdown,L,catalyst_far_lift|sponsor_confirmed|runway_short,smart_money_score:+42.7;financial_score:-37.1;clinical_score:-14.9,tier=B;reason=high_opt+catalyst_far;cat_days=510;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 650441000.0, ""cash_total"": 382517000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 7.0570643609489565, ""stage_bucket"": ""late"", ""surv_score"": ""-2.0"", ""tier1_count"": 11}",late|far_271_540|pos,0.06704435294117647,,0.5831,0,1,-0.5975,1.1009,11,11,buying,3.0587,elite_11,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,short,<=400bps,298.2,1.0,0,0,1.0,0,1.0,0,510,False,specific_days,0.118644,price_history,,11,1.6108,price_history,,-0.469143,,45.3084,0.7513,-0.266684,-0.202459,late,mid,sev2,drug_developer,morningstar,,,,0,0.8751714981584887727218724011,48.15,45.56250000000000000000000000,85,68.28,27.37870575547302241225651857,5.200277777777777777777777778,26.7335,-0.7214,3.0,449,5,1.0,0.4127,0,1,0.0,0.4,0.75,rare_disease,-0.5032,uncrowded,1.0,101,0.06704435294117647,0.656997,0.4043,11.14,0.093857,-1.3174,1.654702,1.65135,0.0,0.0,0.0,0.003352,0.0
SVRA,"Savara, Inc.",24,0.92,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.141638,,0,0.659509,1,0.340491,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+23.4;financial_score:-22.8;momentum_score:+15.8,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 75980000.0, ""cash_total"": 124386000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 19.645064490655436, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 3}",late|none|pos,0.1,,0.5836,0,1,-0.549,1.215,3,3,buying,-0.0303,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,844.9,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.194678,price_history,,3,1.0251,price_history,,-0.435897,,43.8051,0.6811,-0.266684,-0.169213,late,small,sev1,drug_developer,morningstar,,,,0,0.8537560065313739211569862375,58.94,41.25000000000000000000000000,66.5,79.25,28.52251802378202927499141725,20.26560000000000000000000000,27.3441,-0.6954,3.0,751,8,1.0,0.0057,0,0,0.0714,0.4,0.5,respiratory,0.6858,highly_crowded,1.0,42,0.1,0.858362,1.073,15.84,0.244027,-0.6934,1.8275,1.8225,0.0,0.0,0.0,0.005,0.0
URGN,UroGen Pharma Ltd.,25,0.92,B,high_opt+catalyst_far,B,high_opt+catalyst_far,,0.353242,,0,0.634969,1,0.365031,998,0,specific_days,9,tailwind,deep_drawdown,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind|runway_short,financial_score:-32.0;smart_money_score:+28.7;momentum_score:+14.2,tier=B;reason=high_opt+catalyst_far;cat_days=998;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 124119000.0, ""cash_total"": 153829000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 14.872404708384696, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 4}",late|far_271_540|pos,0.06704435294117647,,0.5855,0,1,-0.4753,1.3882,4,4,buying,0.3558,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,short,<=1000bps,785.74,0.85,1,0,1.0,0,1.0,0,998,False,specific_days,0.17304,price_history,,4,1.1404,price_history,,-0.459375,,48.4619,0.7699,-0.266684,-0.192691,late,small,sev2,drug_developer,morningstar,,,,0,0.8225032197634937360964758225,57.50,45.56250000000000000000000000,72.0,85.68,30.25904310102680940045566618,11.33671111111111111111111111,29.4762,-0.6047,3.0,125,14,1.0,0.5835,0,1,0.0,0.3,0.95,oncology,0.6858,highly_crowded,1.0,104,0.06704435294117647,0.646758,0.3766,6.66,0.035836,-1.8012,2.085652,2.0823,0.0,0.0,0.0,0.003352,0.0
ABCL,AbCellera Biologics Inc.,26,0.28,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.001706,,0,0.622699,1,0.377301,,0,no_upcoming,9,headwind,deep_drawdown,S,sponsor_confirmed|momentum_headwind|runway_short,financial_score:-27.0;smart_money_score:+24.5;catalyst_score:+5.3,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 131295000.0, ""cash_total"": 128513000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.74573289158003, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 2}",late|none|pos,0.1,,-0.7653,,0,-0.4505,1.4465,2,2,buying,-0.4164,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,821.91,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.145805,price_history,,2,1.3212,price_history,,-0.502451,,34.8747,0.7022,-0.266684,-0.235767,late,small,sev2,drug_developer,morningstar,,,,0,0.8628528396501457725947521866,38.35,41.25000000000000000000000000,60.5,71.84,30.84343324005007473064025606,8.942399999999999999999999997,29.1743,-0.6175,3.0,,3,0.6667,0.0,0,0,0.0,0.4,0.55,infectious_disease,0.6858,highly_crowded,1.0,1,0.1,0.998294,2.9279,9.26,0.066553,-1.502,2.17475,2.16975,0.0,0.0,0.0,0.005,0.0
KALV,"KalVista Pharmaceuticals, Inc.",27,0.92,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.104096,,0,0.616564,1,0.383436,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+28.0;clinical_score:-16.4;financial_score:-11.8,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 126985000.0, ""cash_total"": 243497000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.010308304130408, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 2}",late|none|pos,0.1,,0.5875,0,1,-0.4256,1.5051,2,2,selling,-0.4164,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,753.69,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.418832,price_history,,2,0.9502,price_history,,-0.226771,,44.5978,0.6376,-0.266684,0.039913,late,small,sev1,drug_developer,morningstar,,,,0,0.8797695576251455180442374854,75.75,41.25000000000000000000000000,54.5,74.47,31.43059760237750937167309939,36.02151111111111111111111111,29.7798,-0.5918,3.0,251,5,1.0,0.2781,0,0,0.0,0.4,0.55,ophthalmology,0.6858,highly_crowded,1.0,31,0.1,0.895904,1.2586,20.00,0.394198,-0.2684,2.26265,2.25765,0.0,0.0,0.0,0.005,0.0
PVLA,"Palvella Therapeutics, Inc.",28,0.92,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.271331,,0,0.59816,1,0.40184,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+30.1;financial_score:-22.5;smart_money_score:+20.9,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 20080000.0, ""cash_total"": 63567000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 37.98824701195219, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",late|none|nonpos,0.0723424747081712,,0.5899,0,1,-0.3755,-1.6646,4,4,buying,0.3558,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,491.35,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.517901,price_history,,4,1.1198,price_history,,-0.214828,,44.9087,,-0.266684,0.051856,late,small,none,drug_developer,morningstar,,,,0,0.8521463044998834227092562369,81.25,41.25000000000000000000000000,72.0,70.20,32.61324899694488658628354643,28.59840000000000000000000000,31.9308,-0.5003,3.0,237,6,1.0,0.3878,0,0,0.0,0.7,0.5,other,-3.5944,uncrowded,1.0,80,0.0723424747081712,0.728669,0.6088,20.65,0.421502,-0.1981,0.003617,0.0,0.0,0.0,0.0,0.003617,0.0
GOSS,"Gossamer Bio, Inc.",29,0.75,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.230375,,0,0.58589,1,0.41411,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,smart_money_score:+30.9;financial_score:-21.4;momentum_score:+18.9,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 122952000.0, ""cash_total"": 180224000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.589693538942026, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 6}",late|none|nonpos,0.0723424747081712,,0.5917,0,1,-0.2993,-1.5414,6,6,buying,1.1281,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1384.72,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.127301,price_history,,6,1.6786,price_history,,-0.27451,,55.8137,0.8648,-0.266684,-0.007826,late,micro,sev1,drug_developer,morningstar,,,,0,0.8153941163260723108017067146,71.01,41.25000000000000000000000000,83.0,88.51,34.40803276357722223956111787,30.72633327438108811973547781,33.4748,-0.4346,3.0,202,7,1.0,0.2919,0,0,0.0,0.4,0.95,oncology,0.6858,highly_crowded,1.0,68,0.0723424747081712,0.769625,0.7376,15.29,0.216724,-0.7833,0.003617,0.0,0.0,0.0,0.0,0.003617,0.0
MAZE,"Maze Therapeutics, Inc.",30,0.92,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.977816,,0,0.57362,1,0.42638,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,smart_money_score:+15.8;clinical_score:-14.0;catalyst_score:-9.5,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 84210000.0, ""cash_total"": 383935000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 54.71107944424653, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",mid|none|nonpos,-0.0501221875,,0.0173,0,1,-0.2002,-1.3809,3,3,buying,-0.0303,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,700.63,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.013165,price_history,,3,1.2183,price_history,,,series_too_short,50.0104,0.5761,-0.266684,,mid,mid,none,drug_developer,morningstar,,,drawdown,1,0.7365451055662188099808061420,51.57,41.25000000000000000000000000,66.5,87.50,36.74556213017751479289940828,57.55769230769230769230769231,35.9048,-0.3312,2.0,480,2,0.3333,0.0183,0,0,0.0,0.6,0.5,other,-0.5032,uncrowded,1.0,287,-0.0501221875,0.022184,-2.0106,31.84,0.646758,0.3766,-0.002506,0.0,0.0,0.0,0.0,-0.002506,0.0
CRNX,"Crinetics Pharmaceuticals, Inc.",31,0.92,C,mod_opt+catalyst_far,C,mod_opt+catalyst_far,,0.564846,,0,0.56135,1,0.43865,510,0,specific_days,9,headwind,deep_drawdown,L,catalyst_far_lift|sponsor_confirmed|momentum_headwind,financial_score:+22.7;clinical_score:-18.2;smart_money_score:+15.9,tier=C;reason=mod_opt+catalyst_far;cat_days=510;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 285021000.0, ""cash_total"": 1092291000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 45.98781142442136, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",late|far_271_540|nonpos,0.01698906862745098,,0.5979,0,1,-0.1701,-1.3322,5,5,buying,0.7419,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,459.18,0.85,1,0,1.0,0,1.0,0,510,False,specific_days,0.069191,price_history,,5,1.3112,price_history,,-0.49448,,44.9595,0.6688,-0.266684,-0.227796,late,mid,none,drug_developer,morningstar,,,,0,0.8739267504488330341113105925,45.32,45.56250000000000000000000000,71.5,62.30,37.45482350738116787865547268,78.33333333333333333333333333,37.3058,-0.2716,3.0,753,7,1.0,0.5316,0,1,0.0,0.5,0.95,oncology,0.6858,highly_crowded,1.0,166,0.01698906862745098,0.435154,-0.1633,27.80,0.571672,0.1806,0.000849,0.0,0.0,0.0,0.0,0.000849,0.0
MLYS,"Mineralys Therapeutics, Inc.",32,0.92,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.250853,,0,0.54908,1,0.45092,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,financial_score:-35.4;smart_money_score:+28.9;momentum_score:+28.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 104528000.0, ""cash_total"": 217597000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 24.9805219654064, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 7}",late|none|nonpos,0.0723424747081712,,0.5993,0,1,-0.1176,-1.2472,7,7,buying,1.5142,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,521.81,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.493335,price_history,,7,0.7632,price_history,,-0.131595,,53.36,0.6287,-0.266684,0.135089,late,mid,none,drug_developer,morningstar,,,,0,0.8306063522617901828681424447,79.97,41.25000000000000000000000000,80.0,54.98,38.69295936803193131023098877,15.69444444444444444444444444,37.858,-0.2481,3.0,222,3,0.6667,0.3689,0,0,0.0,0.4,0.85,cardiovascular,0.6858,highly_crowded,1.0,74,0.0723424747081712,0.749147,0.6718,20.20,0.40785,-0.2331,0.003617,0.0,0.0,0.0,0.0,0.003617,0.0
INBX,"Inhibrx Biosciences, Inc.",33,0.92,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.974403,,0,0.542945,1,0.457055,,0,no_upcoming,9,neutral,deep_drawdown,L,sponsor_confirmed,financial_score:-27.6;smart_money_score:+24.4;momentum_score:+7.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 99672000.0, ""cash_total"": 153088000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.431013725018058, ""stage_bucket"": ""mid"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",mid|none|nonpos,-0.0501221875,,0.0237,0,1,-0.1099,-1.2349,3,3,buying,-0.0303,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,811.15,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.046503,price_history,,3,0.5467,price_history,,-0.379856,,38.2705,0.7023,-0.266684,-0.113172,mid,small,sev1,drug_developer,morningstar,,,,0,0.7778291774794087780661175674,49.33,41.25000000000000000000000000,66.5,69.30,38.87245233399079552925706772,14.47600262984878369493754109,37.9696,-0.2434,2.0,144,7,1.0,0.3157,0,1,0.0,0.4,0.95,oncology,0.6858,highly_crowded,1.0,286,-0.0501221875,0.025597,-1.9498,18.10,0.325939,-0.4512,-0.002506,0.0,0.0,0.0,0.0,-0.002506,0.0
PTGX,"Protagonist Therapeutics, Inc.",34,1.08,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.267918,,0,0.457055,1,0.542945,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+17.1;catalyst_score:-13.2;momentum_score:+11.5,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 567364000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",late|none|nonpos,0.0723424747081712,,0.6123,0,1,0.3621,-0.4708,5,5,buying,0.7419,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,371.54,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.222072,price_history,,5,0.4888,price_history,,-0.280957,,43.081,0.6429,-0.266684,-0.014273,late,mid,none,drug_developer,morningstar,,,,0,0.8802005504367596027282517650,65.94,41.25000000000000000000000000,71.5,54.78,50,43.47050754458161865569272976,48.4008,0.2004,3.0,327,9,1.0,0.1011,0,0,0.0,0.4,0.6,autoimmune,0.2102,moderate,1.0,79,0.0723424747081712,0.732082,0.6191,39.70,0.759386,0.7043,0.063737,0.0,0.0,0.0,0.06012,0.003617,0.0
