ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
LEGN,Legend Biotech Corporation,,,D,ineligible,D,ineligible,,0.867391,,0,0.855,1,0.145,279,0,specific_days,9,neutral,deep_drawdown,XS,ineligible,financial_score:-27.6;smart_money_score:+22.0;clinical_score:-22.0,tier=D;reason=ineligible;cat_days=279;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 4}",mid|far_271_540|nonpos,-0.012661607142857143,,0.3903,0,1,-1.4035,0.3903,4,4,selling,0.4924,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,critical,<=1000bps,455.48,0.85,1,0,1.0,0,1.0,0,279,False,specific_days,,,beta_missing:series_too_short,4,,,series_too_short,-0.4224,,32.8,0.3634,,,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.7871315546983820850744669452,50,45.56250000000000000000000000,56.0,50,11.97530864197530864197530864,6.345679012345679012345679012,11.3749,-1.396,2.0,1931,9,1.0,0.1259,0,0,0.0,0.3,0.95,oncology,0.7568,highly_crowded,1.0,200,-0.012661607142857143,0.132609,-1.1141,8.33,0.045652,-1.6886
FATE,"Fate Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.223913,,0,0.715,1,0.285,,0,no_upcoming,9,neutral,deep_drawdown,XS,ineligible,clinical_score:-18.5;smart_money_score:+13.1;financial_score:+8.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 106084000.0, ""cash_total"": 203657000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.037253497228612, ""stage_bucket"": ""mid"", ""surv_score"": ""4.0"", ""tier1_count"": 2}",mid|none|nonpos,0.1,,0.4219,0,1,-0.7076,0.4219,2,2,buying,-0.3108,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.425386,price_history,,2,1.4475,price_history,,-0.4242,,43.9393,0.8890,,,mid,micro,none,drug_developer,morningstar,,,,0,0.7793464764186907744254438514,50,41.25000000000000000000000000,60.5,90.00,28.91906721536351165980795610,56.26666666666666666666666666,29.4225,-0.6244,2.0,,11,1.0,0.1786,1,0,0.0,0.3,0.95,oncology,-0.4099,uncrowded,1.0,52,0.1,0.776087,0.759,23.44,0.506522,0.0163
IMMP,Immutep Limited,,,D,ineligible,D,ineligible,,0.936957,,0,0.495,1,0.505,,0,no_upcoming,9,neutral,deep_drawdown,XS,ineligible,financial_score:-31.4;clinical_score:+15.6;momentum_score:+12.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 0}",mid|none|pos,-0.03778526984126984,,0.45,0,1,0.2951,0.45,0,0,neutral,-1.1139,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.466587,price_history,,0,0.7021,price_history,,-0.4888,,25.2517,0.7295,,,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.7435757251082251082251082251,50,41.25000000000000000000000000,,50,53.33333333333333333333333334,6.345679012345679012345679012,53.0064,0.3839,2.0,400,10,1.0,0.037,0,0,0.0,0.5,0.95,oncology,0.7568,highly_crowded,1.0,216,-0.03778526984126984,0.063043,-1.5297,13.43,0.123913,-1.1556
LENZ,"LENZ Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.328261,,0,0.605,1,0.395,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,ineligible,financial_score:-32.2;smart_money_score:+29.9;momentum_score:+5.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,survivability_critical,"{""burn_ttm"": 36145000.0, ""cash_total"": 25399000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 8.432369622354406, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 6}",mid|none|nonpos,0.1,,0.4481,0,1,-0.11,0.4481,6,6,buying,1.2955,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,831.52,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,6,,,series_too_short,,no_price_series,,1.0281,,,mid,small,sev2,drug_developer,morningstar,,,drawdown,1,0.7554168851599370739381227058,50,41.25000000000000000000000000,74.0,50,43.47050754458161865569272976,11.87824417009602194787379974,42.7936,-0.0527,2.0,,2,0.3333,0.0,0,0,0.0,0.4,0.5,other,-2.7432,uncrowded,1.0,76,0.1,0.671739,0.4447,15.15,0.206522,-0.8185
BNTX,BioNTech SE,,,D,ineligible,D,ineligible,,0.906522,,0,0.395,1,0.605,,0,no_upcoming,9,neutral,,XS,ineligible,financial_score:-36.3;clinical_score:+16.0;smart_money_score:+14.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 4}",mid|none|pos,-0.03778526984126984,,0.4581,0,1,0.5141,0.4581,4,4,selling,0.4924,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=400bps,298.62,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.441107,price_history,,4,0.0634,price_history,,-0.1812,,55.5074,0.3086,,,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.8005739507494646680942184154,50,41.25000000000000000000000000,57.0,50,58.66666666666666666666666666,6.345679012345679012345679012,59.3685,0.6559,2.0,1761,19,1.0,0.5547,3,0,0.0,0.3,0.95,oncology,0.7568,highly_crowded,1.0,209,-0.03778526984126984,0.093478,-1.3196,21.93,0.445652,-0.1367
EPRX,Eupraxia Pharmaceuticals Inc.,,,D,ineligible,D,ineligible,,0.923913,,0,0.425,1,0.575,,0,no_upcoming,9,neutral,overbought_rsi,XS,ineligible,financial_score:-37.7;smart_money_score:+22.5;clinical_score:+12.0,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",mid|none|pos,-0.03778526984126984,,0.451,0,1,0.4046,0.451,3,3,buying,0.0908,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,0.8122,,series_too_short,-0.0272,,82.0755,0.6009,,,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.7231718598904050714515955732,50,41.25000000000000000000000000,66.5,50,56.00000000000000000000000000,6.345679012345679012345679012,54.6557,0.4544,2.0,1146,1,0.0,0.0001,0,0,0.0,0.3,0.6,autoimmune,0.7568,crowded,1.0,213,-0.03778526984126984,0.076087,-1.4319,17.81,0.302174,-0.5182
ABVX,Abivax SA,,,D,ineligible,D,ineligible,,0.884783,,0,0.105,1,0.895,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,ineligible,financial_score:-45.4;smart_money_score:+33.3;clinical_score:+24.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 8}",mid|none|pos,-0.03778526984126984,,0.485,0,1,1.226,0.485,8,8,buying,2.0987,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=400bps,240.42,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,8,,,series_too_short,,no_price_series,,0.7549,,,mid,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.7437349785407725321888412017,50,41.25000000000000000000000000,85,50,76.00000000000000000000000000,6.345679012345679012345679012,75.0405,1.326,2.0,370,8,1.0,0.0899,0,0,0.0,0.4,0.6,autoimmune,0.7568,highly_crowded,1.0,204,-0.03778526984126984,0.115217,-1.1992,18.04,0.315217,-0.4811
FULC,"Fulcrum Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.232609,,0,0.975,1,0.025,,0,no_upcoming,9,neutral,deep_drawdown,XS,ineligible,clinical_score:-40.8;smart_money_score:+20.7;financial_score:+20.6,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 60065000.0, ""cash_total"": 197533000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 39.463847498543245, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",mid|none|nonpos,0.1,,-0.766,307,1,-1.69,-0.766,3,3,buying,0.0908,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,919.56,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.093926,price_history,,3,1.7315,price_history,,-0.5212,,45.7019,1.1313,,,mid,small,none,drug_developer,morningstar,,,,0,0.7344434429923388913925191528,50,41.25000000000000000000000000,66.5,50.00,5,66.46666666666666666666666666,4.3343,-1.6971,2.0,307,1,0.0,0.0774,0,0,0.0,0.4,0.5,other,-0.4099,uncrowded,1.0,54,0.1,0.767391,0.7303,17.54,0.28913,-0.5559
BDTX,"Black Diamond Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.554348,,0,0.925,1,0.075,,0,no_upcoming,9,neutral,deep_drawdown,XS,ineligible,clinical_score:-36.0;smart_money_score:+14.5;financial_score:+12.2,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 30864000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",early|none|nonpos,0.0069410240963855415,,-1.3489,889,1,-1.69,-1.3489,1,1,buying,-0.7124,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1969.35,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.164983,price_history,,1,1.3008,price_history,,-0.501,,45.0046,0.7908,,,early,micro,none,drug_developer,morningstar,,,,0,0.7487672371638141809290953545,50,41.25000000000000000000000000,55.5,90.00,5,53.15789473684210526315789473,4.3177,-1.6978,1.0,889,1,0.0,0.0002,0,0,0.0,0.3,0.85,oncology,0.7568,highly_crowded,1.0,128,0.0069410240963855415,0.445652,-0.1367,17.80,0.297826,-0.5307
ZVRA,"Zevra Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.523913,,0,0.845,1,0.155,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,ineligible,clinical_score:-20.4;momentum_score:+16.9;catalyst_score:+8.1,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 7114000.0, ""cash_total"": 54439000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 91.8285071689626, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 0}",late|none|nonpos,0.1,,-0.2646,,0,-1.3741,-0.2646,0,0,neutral,-1.1139,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1120.07,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.274374,price_history,,0,0.8227,price_history,,,series_too_short,42.9368,0.4964,,,late,small,none,drug_developer,morningstar,,,drawdown,1,0.8486423348300192431045542014,50,41.25000000000000000000000000,,50,12.69293145049642023654127606,28.56673241288625904010519395,12.054,-1.367,3.0,,1,0.0,0.0,0,0,0.0,0.4,0.6,cns,-0.8765,moderate,1.0,121,0.1,0.476087,-0.06,15.61,0.215217,-0.7884
IMVT,"Immunovant, Inc.",,,D,ineligible,D,ineligible,,0.276087,,0,0.785,1,0.215,,0,no_upcoming,9,neutral,deep_drawdown,XS,ineligible,clinical_score:-27.7;smart_money_score:+16.3;financial_score:+11.7,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 312251000.0, ""cash_total"": 994525000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 38.220213866408756, ""stage_bucket"": ""mid"", ""surv_score"": ""3.0"", ""tier1_count"": 6}",mid|none|nonpos,0.1,,-0.6298,194,1,-1.1561,-0.6298,6,6,selling,1.2955,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,478.91,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.042589,price_history,,6,0.9157,price_history,,-0.4633,,51.0855,0.5723,,,mid,mid,none,drug_developer,morningstar,,,,0,0.8549869940882219190541155070,50,41.25000000000000000000000000,62.0,10.00,18.00000000000000000000000000,57.40000000000000000000000000,18.768,-1.08,2.0,55,3,0.6667,0.951,1,1,0.0,0.4,0.6,autoimmune,0.2901,moderate,1.0,64,0.1,0.723913,0.5945,27.34,0.576087,0.1919
PTGX,"Protagonist Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.954348,,0,0.525,1,0.475,,0,no_upcoming,9,neutral,deep_drawdown,XS,ineligible,smart_money_score:+18.1;catalyst_score:-12.1;momentum_score:-3.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 567364000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",mid|none|pos,-0.03778526984126984,,-0.4268,126,1,0.2403,-0.4268,5,5,buying,0.8939,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,371.54,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.1385,price_history,,5,1.0727,price_history,,-0.4107,,43.8862,0.6429,,,mid,mid,none,drug_developer,morningstar,,,,0,0.8478589159644727852425415623,50,41.25000000000000000000000000,71.5,15.54,52.00000000000000000000000000,52.00000000000000000000000000,51.9742,0.3398,2.0,126,4,1.0,0.7096,0,2,0.0,0.4,0.6,autoimmune,0.2901,moderate,1.0,220,-0.03778526984126984,0.045652,-1.6886,44.11,0.863043,1.0941
CLLS,Cellectis S.A.,,,D,ineligible,D,ineligible,,0.767391,,0,0.515,1,0.485,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,ineligible,financial_score:-32.2;clinical_score:+15.2;momentum_score:+12.8,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""early"", ""surv_score"": ""-5.0"", ""tier1_count"": 0}",early|none|pos,0.00492599173553719,,-0.1238,0,1,0.2554,-0.1238,0,0,neutral,-1.1139,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,>2000bps,2050.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.302126,price_history,,0,1.0874,price_history,,,series_too_short,29.0012,0.8122,,,early,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.6776066476129988356091881020,50,41.25000000000000000000000000,,50,52.36842105263157894736842105,5,51.6861,0.3274,1.0,1178,5,1.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7568,highly_crowded,1.0,177,0.00492599173553719,0.232609,-0.7303,14.55,0.167391,-0.9645
SANA,"Sana Biotechnology, Inc.",,,D,ineligible,D,ineligible,,0.845652,,0,0.545,1,0.455,,0,no_upcoming,9,neutral,deep_drawdown,XS,ineligible,financial_score:-29.7;smart_money_score:+17.9;clinical_score:+6.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 111187000.0, ""cash_total"": 153054000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.51854983046579, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 2}",early|none|pos,0.00492599173553719,,-1.4013,,0,0.1582,-1.4013,2,2,buying,-0.3108,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,861.68,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,2,,,series_too_short,-0.5084,,19.0,1.1156,,,early,small,sev1,drug_developer,morningstar,,,,0,0.7156683937823834196891191710,50,41.25000000000000000000000000,61.0,50,50,13.44444444444444444444444444,48.2731,0.1815,0.0,3908,1,0.0,0.0,0,0,0.0,0.0,0.55,metabolic,0.7568,highly_crowded,1.0,195,0.00492599173553719,0.154348,-1.018,16.70,0.267391,-0.6207
PRQR,ProQR Therapeutics N.V.,,,D,ineligible,D,ineligible,,0.95,,0,0.375,1,0.625,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,ineligible,financial_score:-36.3;clinical_score:+17.4;smart_money_score:+12.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 1}",mid|none|pos,-0.03778526984126984,,-0.7006,566,1,0.5689,-0.7006,1,1,buying,-0.7124,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,>2000bps,2036.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.062338,price_history,,1,1.0743,price_history,,,series_too_short,53.3816,,,,mid,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.7468662870648904168457241083,50,41.25000000000000000000000000,55.5,50,60.00000000000000000000000000,6.345679012345679012345679012,58.9731,0.639,2.0,675,4,1.0,0.0062,0,0,0.0,0.4,0.55,ophthalmology,0.7568,highly_crowded,1.0,219,-0.03778526984126984,0.05,-1.6449,18.77,0.341304,-0.4089
RVMD,"Revolution Medicines, Inc.",,,D,ineligible,D,ineligible,,0.836957,,0,0.385,1,0.615,,0,no_upcoming,9,neutral,deep_drawdown,XS,ineligible,smart_money_score:+21.6;catalyst_score:-14.2;momentum_score:-5.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 897741000.0, ""cash_total"": 2025679000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 27.077016645112565, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",early|none|pos,0.00492599173553719,,-1.234,683,1,0.5148,-1.234,8,8,buying,2.0987,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,174.63,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.030235,price_history,,8,0.8874,price_history,,-0.5018,,40.686,0.4254,,,early,large,none,drug_developer,morningstar,,,,0,0.8097299371069182389937106918,50,41.25000000000000000000000000,77.0,50,58.68421052631578947368421053,50.19736842105263157894736842,58.0019,0.5975,1.0,683,2,0.3333,0.0009,0,0,0.0,0.3,0.85,oncology,0.7568,highly_crowded,1.0,193,0.00492599173553719,0.163043,-0.982,47.37,0.919565,1.4022
EDIT,"Editas Medicine, Inc.",,,D,ineligible,D,ineligible,,0.784783,,0,0.295,1,0.705,,0,no_upcoming,9,neutral,deep_drawdown,XS,ineligible,financial_score:-30.6;clinical_score:+22.6;momentum_score:+8.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 128854000.0, ""cash_total"": 165648000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 14.22828421495472, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 0}",early|none|pos,0.00492599173553719,,-1.2136,1883,1,0.7418,-1.2136,0,0,neutral,-1.1139,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1626.3,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.060943,price_history,,0,1.3204,price_history,,-0.5205,,45.4729,0.8096,,,early,micro,sev2,drug_developer,morningstar,,,,0,0.7271092385160826225465008735,50,41.25000000000000000000000000,,50,64.21052631578947368421052632,11.07912049861495844875346261,62.8283,0.8038,1.0,1883,2,0.0,0.0,0,0,0.0,0.3,0.55,ophthalmology,0.7568,highly_crowded,1.0,181,0.00492599173553719,0.215217,-0.7884,13.17,0.115217,-1.1992
SRRK,Scholar Rock Holding Corporatio,,,D,ineligible,D,ineligible,,0.971739,,0,0.235,1,0.765,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,ineligible,financial_score:-40.4;clinical_score:+21.3;smart_money_score:+21.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 7}",mid|none|pos,-0.03778526984126984,,-0.6504,298,1,0.8974,-0.6504,7,7,buying,1.6971,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=1000bps,460.05,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.221498,price_history,,7,0.6145,price_history,,,series_too_short,45.143,0.7098,,,mid,unknown,sev2,drug_developer,morningstar,,,drawdown,1,0.7303762042699281193005042377,50,41.25000000000000000000000000,68.0,50,68.00000000000000000000000000,6.345679012345679012345679012,67.3378,0.9966,2.0,298,2,0.3333,0.0835,0,0,0.0,0.3,0.75,rare_disease,0.7568,highly_crowded,1.0,224,-0.03778526984126984,0.028261,-1.907,20.98,0.419565,-0.203
ROIV,Roivant Sciences Ltd.,,,D,ineligible,D,ineligible,,0.832609,,0,0.215,1,0.785,,0,no_upcoming,9,neutral,deep_drawdown,XS,ineligible,catalyst_score:-19.1;smart_money_score:+17.1;momentum_score:-10.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 586531000.0, ""cash_total"": 4529978000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 92.68007317601287, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 5}",early|none|pos,0.00492599173553719,,-0.0378,0,1,0.9364,-0.0378,5,5,buying,0.8939,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,227.11,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,5,,,series_too_short,-0.4372,,42.5,0.3407,,,early,large,none,drug_developer,morningstar,,,,0,0.8404654995282524373624069609,50,41.25000000000000000000000000,77.5,50,68.94736842105263157894736842,64.28947368421052631578947368,67.9585,1.0232,1.0,,1,0.0,0.0,0,0,0.0,0.4,0.6,cns,0.7568,highly_crowded,1.0,192,0.00492599173553719,0.167391,-0.9645,58.84,0.997826,2.8518
