rank,ticker,composite_score,risk_adjusted_score,expected_excess_return,score_z,stage_bucket,market_cap_bucket,severity,clinical_score,financial_score,catalyst_score,pos_score,smart_money_score,confidence_overall,confidence_clinical,confidence_catalyst,conviction_overlap,tier1_conviction_overlap,tier1_count,coinvest_overlap_count,reinforcement_applied,reinforcement_type,thesis_gate_blocked,skip_reason,days_to_catalyst,in_optimal_window,catalyst_score_effective,alpha_60d,momentum_score,momentum_window,valuation_method,mcap_per_asset,ev_multiple,peer_count,si_score,si_crowding_risk,si_squeeze_potential,annualized_vol_pct,vol_bucket,partnership_count,partnership_strength,top_tier_partners,has_fda_designations,designation_types,pipeline_diversity_score,pipeline_risk_profile,program_count,competitive_position,crowding_level,competitor_count,cash_runway_months,survivability_score,ms_composite,ms_fv_discount,ms_capital_efficiency,ms_leverage_health,ms_growth_quality,ms_momentum,ms_moat_quality,ms_regime,ms_confidence
122,MAZE,37.62,37.62,0.012,0.1499,mid,mid,none,38.07,44.61,44.23,68.97,56.59723000587788287448935713,0.71500,0.85,0.30,5.9871,5.9871,3,3,True,weak,,,206,False,36.10,0.5911,88.26,60,neutral,1127.197952,,0,55.00,LOW,LOW,,unknown,0,unknown,0,False,,46.0,concentrated,2,me_too,uncrowded,367,54.71107944424653,5.0,60.08,58.45,50,80.13,50,84.03,50,development,1.0
123,ACIU,37.37,37.37,0.0031,0.0393,mid,small,none,65.52,5,66.71,55.17,,0.78000,0.95,0.65,,,0,0,False,,,below_threshold,22,True,72.93,0.0198,51.42,60,mcap_per_trial,36.55,,52,57.00,LOW,LOW,,unknown,0,unknown,0,False,,75.0,diversified,9,me_too,highly_crowded,767,,3.0,64.80,74.63,50,81.28,50,61.08,50,development,1.0
124,CYTK,37.30,37.30,0.0302,0.3781,late,mid,none,52.24,22.63,60.30,28.11,78.34677671920060792906944743,0.87000,0.95,0.65,8.0811,8.0811,5,5,True,moderate,,,22,True,82.83,0.0694,55.00,60,mcap_per_trial,263.52,,201,69.00,LOW,MODERATE,,unknown,1,strong,1,False,,88.0,broad_portfolio,45,me_too,uncrowded,6082,28.452753327998835,2.0,38.38,10.00,50,25.00,50,68.48,50,development,1.0
125,VCEL,37.26,37.26,0.0082,0.1023,late,small,none,71.04,24.08,29.81,82.09,,0.83500,0.95,0.45,,,0,0,False,,,stage_commercial_not_active,,False,50.00,-0.2125,33.85,60,ev_cfo,,49.64,77,65.00,LOW,MODERATE,,unknown,0,unknown,0,False,,80.0,broad_portfolio,15,best_in_class,uncrowded,20,,1.0,61.90,67.57,51.81,67.01,62.68,45.91,,commercial,0.88
126,SGMO,37.24,34.26,0.0094,0.1181,mid,micro,sev1,76.90,18.49,42.78,93.97,,0.80500,0.95,0.30,,,0,0,False,,,below_threshold,198,False,36.15,-0.5166,14.81,60,mcap_per_trial,4.40,,52,48.00,LOW,LOW,,unknown,0,unknown,0,False,,84.0,broad_portfolio,30,me_too,highly_crowded,2950,20.438486367694527,4.0,62.02,95.00,50,33.85,50,33.57,50,development,1.0
127,SGMT,37.23,37.23,0.0309,0.3866,late,micro,none,44.42,60.47,50.08,33.83,50.94873693001494255238040059,0.83500,0.95,0.45,0.5139,0.5139,1,1,True,weak,,,10,True,54.73,-0.4727,16.83,60,mcap_per_trial,18.00,,201,59.00,LOW,MODERATE,,unknown,0,unknown,0,False,,84.0,diversified,12,me_too,highly_crowded,7420,41.40864062453795,5.0,61.39,66.92,50,85.00,50,33.45,50,development,1.0
128,CRMD,37.21,34.29,0.0063,0.0787,late,small,none,51.79,28.32,46.36,63.43,61.25519210436501757148264707,0.83500,0.95,0.45,1.6293,1.6293,2,2,False,,,stage_pivotal_not_active,22,True,49.16,-0.5495,13.40,60,ev_cfo,,9.14,77,53.00,MEDIUM,LOW,,unknown,0,unknown,0,False,,75.0,diversified,6,fast_follower,uncrowded,3,,-1.0,66.66,58.73,68.70,70.76,90.00,28.42,,commercial,0.88
129,NRIX,36.95,36.95,0.0269,0.3363,mid,small,none,56.73,36.93,51.03,25.86,57.19432914092713950942253910,0.83500,0.95,0.45,3.3893,3.3893,4,4,True,moderate,,,51,True,43.19,0.2455,68.65,60,mcap_per_trial,215.20,,52,67.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,67.0,focused,8,me_too,highly_crowded,4884,32.48046335192394,5.0,65.10,76.01,50,78.07,50,68.86,50,development,1.0
130,CLDX,36.52,36.52,0.0378,0.4728,late,small,none,41.58,61.34,60.30,10.70,77.69432914092713950942253910,0.87500,0.95,0.65,4.6933,4.6933,4,4,True,moderate,,,22,True,79.40,-0.1801,36.31,60,mcap_per_trial,55.86,,201,61.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,86.0,broad_portfolio,73,me_too,uncrowded,6333,47.31008841900333,5.0,59.59,59.03,50,84.83,50,53.17,50,development,1.0
131,BCRX,36.43,36.43,0.0139,0.1737,late,small,none,51.34,31.60,50.76,58.46,60.25222683436291441962309844,0.83500,0.95,0.45,2.5533,2.5533,3,3,True,moderate,,,83,False,46.17,-0.3558,23.31,60,ev_cfo,,33.68,77,68.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,86.0,broad_portfolio,56,me_too,crowded,7486,,1.0,60.57,69.99,45.51,,68.22,38.02,,commercial,0.77
132,XENE,35.39,35.39,0.0184,0.2299,late,mid,none,46.17,36.16,46.75,24.13,85,0.83500,0.95,0.45,8.6922,8.6922,8,8,True,moderate,,,52,True,45.01,-0.1610,37.76,60,mcap_per_trial,139.73,,201,65.00,LOW,LOW,,unknown,0,unknown,0,False,,83.0,broad_portfolio,23,me_too,highly_crowded,1078,27.049651475613388,5.0,56.36,48.55,50,84.14,50,64.45,50,development,1.0
133,IRON,35.25,35.25,0.0243,0.3032,late,mid,none,27.88,60.01,47.55,48.01,85,0.80000,0.95,0.30,10.9969,10.9969,8,8,True,strong,,,83,False,48.08,-0.1388,40.01,60,mcap_per_trial,298.72,,201,57.00,LOW,MODERATE,,unknown,0,unknown,0,False,,76.0,diversified,10,me_too,uncrowded,1998,52.82970972254605,5.0,58.46,56.93,50,80.81,50,59.73,50,development,1.0
134,DNLI,35.20,35.20,0.021,0.2623,late,mid,sev1,43.86,63.94,25.14,39.80,50.59723000587788287448935713,0.87000,0.95,0.65,3.0551,3.0551,3,3,True,weak,,,18,True,52.71,0.1160,58.35,60,mcap_per_trial,135.55,,201,67.00,LOW,MODERATE,,unknown,1,exceptional,1,False,,83.0,broad_portfolio,25,me_too,uncrowded,1715,32.40904025319841,5.0,65.81,74.67,50,82.42,50,76.81,50,development,1.0
135,PBYI,35.10,35.10,0.0289,0.3613,late,small,none,53.13,56.63,43.58,10.70,42.36802222123446424002421713,0.83000,0.95,0.45,0.6424,0.6424,1,1,True,weak,,,52,True,45.09,0.1088,57.84,60,ev_cfo,,10.60,77,63.00,LOW,LOW,,unknown,0,unknown,0,False,,83.0,broad_portfolio,58,me_too,highly_crowded,4973,,1.0,60.27,43.16,67.88,76.68,61.03,85.24,,commercial,0.88
136,CERS,34.99,34.99,0.005,0.0629,late,small,none,61.20,30.05,56.31,95.00,36.36802222123446424002421713,0.80500,0.95,0.30,0.3854,0.3854,1,1,True,weak,,,24,True,63.18,0.4507,82.08,60,mcap_per_trial,14.60,,201,54.00,LOW,LOW,,unknown,0,unknown,0,False,,83.0,broad_portfolio,31,me_too,uncrowded,5676,691.2281731474689,1.0,51.22,63.42,33.27,40.24,53.88,76.35,,commercial,0.88
137,TRDA,34.64,34.64,0.0019,0.0236,early,small,none,55.79,30.09,37.47,67.54,49.5,0.80500,0.85,0.45,0.3854,0.3854,1,1,False,,,stage_early_not_active,,False,50.00,0.4166,80.29,60,mcap_per_trial,148.93,,28,60.00,LOW,LOW,,unknown,0,unknown,0,False,,64.0,focused,3,me_too,uncrowded,661,31.84088714450363,5.0,63.93,94.64,33.32,75.81,20.00,72.64,,commercial,0.88
138,SERA,34.47,34.47,0.0282,0.3529,early,micro,none,42.80,47.29,37.47,27.19,55.5,0.83500,0.95,0.45,0.6424,0.6424,1,1,False,,,stage_early_not_active,,False,50.00,-0.2265,32.78,60,mcap_per_trial,26.73,,28,57.00,LOW,LOW,,unknown,0,unknown,0,False,,50.0,focused,4,fast_follower,uncrowded,5,26.644516228272572,3.0,69.77,91.15,50,83.56,50,36.61,50,development,1.0
139,GMAB,34.41,34.41,-0.0044,-0.055,late,large,none,56.42,23.69,54.33,82.09,52.70972636032974567234929496,0.74000,0.95,0.45,2.4813,2.4813,3,3,True,weak,,,3,True,74.45,0.0376,52.71,60,ev_revenue,,0.50,108,59.00,LOW,LOW,,unknown,0,unknown,0,False,,86.0,broad_portfolio,89,me_too,highly_crowded,5751,,3.0,63.96,41.00,67.89,83.29,84.57,75.00,65.00,commercial,1.0
140,JBIO,34.24,41.02,0.0276,0.3446,early,small,none,46.87,39.60,43.60,85.96,68.00,0.71500,0.85,0.30,6.3196,6.3196,10,10,True,moderate,,,144,False,37.65,0.4461,81.85,60,neutral,827.247936,,0,48.00,LOW,LOW,,unknown,0,unknown,0,False,,35.0,single_asset,1,me_too,highly_crowded,240,39.10321100917431,5.0,65.89,72.76,50,84.59,50,84.00,50,development,1.0
141,AARD,34.21,33.18,0.0216,0.2704,late,micro,none,42.14,59.33,19.15,39.80,,0.87000,0.95,0.65,,,0,0,False,,True,thesis_gate_triggered,22,True,48.54,0.0067,50.48,60,mcap_per_trial,46.47,,201,64.00,LOW,MODERATE,,unknown,0,unknown,0,False,,75.0,diversified,6,me_too,uncrowded,791,40.581339328729726,5.0,69.00,84.76,50,84.91,50,61.10,50,development,1.0
142,AMLX,34.19,34.19,0.0203,0.2542,late,small,none,32.82,52.75,38.29,39.80,85,0.87000,0.95,0.65,14.6722,14.6722,9,9,True,strong,,,22,True,60.37,0.1302,59.37,60,mcap_per_trial,130.63,,201,65.00,LOW,MODERATE,,unknown,0,unknown,0,False,,83.0,broad_portfolio,12,me_too,highly_crowded,812,57.83625314333613,5.0,58.02,52.73,50,84.19,50,68.13,50,development,1.0
143,SEPN,34.18,40.53,0.0487,0.6093,early,small,none,44.82,61.38,55.83,67.54,85,0.84500,0.85,0.65,6.7412,6.7412,5,5,True,moderate,,,22,True,70.54,0.1612,62.25,60,ev_cfo,,5.36,77,49.00,LOW,LOW,,unknown,0,unknown,0,False,,35.0,single_asset,1,me_too,highly_crowded,240,,5.0,61.35,63.21,50,80.92,50,73.17,50,development,1.0
144,ALVO,34.18,33.15,-0.0006,-0.0079,late,small,none,63.28,5.21,49.40,48.01,,0.74500,0.95,0.45,,,0,0,False,,,below_threshold,90,False,42.09,-0.3198,25.74,60,ev_revenue,,13.85,108,38.00,LOW,LOW,,unknown,0,unknown,0,False,,79.0,broad_portfolio,18,me_too,uncrowded,2072,,1.0,72.11,90.62,45.03,,84.13,25.61,,commercial,0.77
145,PCVX,33.97,33.97,0.0158,0.1977,late,mid,none,20.26,64.72,36.66,58.46,85,0.80000,0.95,0.30,10.2283,10.2283,8,8,True,weak,,,509,False,48.56,0.0886,56.38,60,mcap_per_trial,1033.04,,201,67.00,LOW,MODERATE,,unknown,1,exceptional,1,False,,76.0,diversified,7,first_in_class,uncrowded,0,47.67516744245435,5.0,67.31,80.78,50,83.18,50,61.22,50,development,1.0
146,TNGX,33.81,33.81,-0.0057,-0.0708,early,small,sev1,66.31,5,54.73,67.54,85,0.83500,0.95,0.45,6.6283,6.6283,5,5,True,strong,,,52,True,55.85,0.3061,73.26,60,mcap_per_trial,237.22,,28,68.00,HIGH,HIGH,,unknown,0,unknown,0,False,,60.0,focused,7,me_too,highly_crowded,4565,16.79733987981826,2.0,41.20,21.19,32.01,72.48,48.61,86.82,,commercial,0.88
147,KMDA,33.65,33.65,-0.0063,-0.0787,late,small,none,71.64,13.21,32.95,66.42,,0.74000,0.95,0.45,,,0,0,False,,,stage_commercial_not_active,,False,50.00,-0.0028,49.80,60,mcap_per_trial,29.20,,201,50.00,LOW,LOW,,unknown,0,unknown,0,False,,86.0,broad_portfolio,16,me_too,uncrowded,2942,,1.0,65.84,65.07,54.75,82.35,65.34,62.03,,commercial,0.88
148,TWST,33.61,33.61,0.0165,0.2057,early,mid,none,54.73,32.25,51.61,40.35,28.34768329255515781990926682,0.83500,0.95,0.45,0.3854,0.3854,1,1,True,weak,,,21,True,42.09,0.1998,65.18,60,mcap_per_trial,564.27,,28,84.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,71.0,diversified,5,me_too,uncrowded,771,58.56235827664399,1.0,58.11,60.14,37.43,75.96,57.26,73.19,,commercial,0.88
149,TARA,33.31,51.88,0.0937,1.1715,mid,small,none,69.66,58.64,50.98,73.28,41.36802222123446424002421713,0.83500,0.95,0.45,0.6424,0.6424,1,1,True,weak,,,52,True,45.48,0.4453,81.81,60,mcap_per_trial,60.11,,52,56.00,LOW,LOW,,unknown,0,unknown,0,False,,75.0,diversified,6,me_too,uncrowded,4569,4.581098566535583,-5.0,68.93,82.71,50,83.59,50,78.80,50,development,1.0
150,BCYC,32.96,53.04,0.0855,1.0686,early,small,none,77.00,46.32,37.47,67.54,57.5,0.74500,0.85,0.45,1.5808,1.5808,2,2,False,,,stage_early_not_active,,False,50.00,-0.3207,25.68,60,neutral,415.16688,,0,63.00,LOW,LOW,,unknown,0,unknown,0,False,,35.0,single_asset,1,me_too,highly_crowded,4571,32.49427644386762,5.0,70.33,93.11,50,84.75,50,29.74,50,development,1.0
151,ARWR,32.25,29.67,0.0076,0.0944,late,mid,none,29.16,53.23,52.85,39.80,61.63500063500095250158750278,0.83500,0.95,0.45,1.758,1.758,2,2,False,,,stage_pivotal_not_active,22,True,58.07,1.0073,96.55,60,ev_cfo,,50.00,77,57.00,LOW,LOW,,unknown,2,exceptional,1,False,,88.0,broad_portfolio,50,me_too,uncrowded,8888,,4.0,49.81,37.00,45.24,52.26,72.43,82.87,,commercial,0.88
152,RCUS,32.11,32.11,0.0262,0.328,late,mid,none,38.22,68.45,51.40,10.70,67.72200336253924540177940228,0.83500,0.95,0.45,5.5812,5.5812,4,4,True,weak,,,8,True,71.30,0.2872,71.82,60,ev_revenue,,7.66,108,50.00,LOW,LOW,,unknown,1,exceptional,1,False,,83.0,broad_portfolio,50,me_too,highly_crowded,4881,35.08943089430894,5.0,54.09,64.03,31.88,73.35,35.63,68.31,,commercial,0.88
153,AQST,32.00,29.49,0.0133,0.1658,late,small,none,35.76,56.51,52.03,24.13,85,0.83500,0.95,0.45,4.6572,4.6572,4,4,False,,,stage_pivotal_not_active,,False,64.21,-0.6088,11.06,60,mcap_per_trial,50.39,,201,60.00,MEDIUM,LOW,,unknown,0,unknown,0,False,,79.0,diversified,10,me_too,highly_crowded,1260,31.271574526511326,0.0,38.42,24.76,50,,50,36.83,50,development,0.88
154,ANNX,31.94,31.94,-0.0126,-0.1578,late,small,sev1,57.31,14.43,39.54,48.01,77.69432914092713950942253910,0.80500,0.95,0.30,5.0837,5.0837,4,4,True,weak,,,266,False,35.77,0.8411,96.31,60,mcap_per_trial,63.75,,201,57.00,LOW,MODERATE,,unknown,0,unknown,0,False,,83.0,broad_portfolio,15,me_too,uncrowded,2653,16.126554155095064,1.0,65.24,75.75,50,76.24,50,79.99,50,development,1.0
155,CRBU,31.93,28.49,-0.0114,-0.1419,early,micro,sev1,53.68,20.95,37.47,67.54,,0.83500,0.95,0.45,,,0,0,False,,,stage_early_not_active,,False,50.00,-0.4694,16.99,60,mcap_per_trial,27.85,,28,51.00,LOW,LOW,,unknown,0,unknown,0,False,,70.0,focused,5,me_too,highly_crowded,5821,19.59795049241416,2.0,61.54,72.42,50,75.61,50,31.68,50,development,1.0
156,MESO,31.88,31.88,-0.0145,-0.1817,late,mid,none,58.21,9.76,41.23,48.01,,0.71000,0.95,0.30,,,0,0,False,,,below_threshold,236,False,35.92,-0.0778,44.40,60,mcap_per_trial,75.87,,201,52.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,41,me_too,highly_crowded,8580,,3.0,55.51,45.12,50,76.68,50,54.73,50,development,1.0
157,MEDP,31.85,31.85,0.0223,0.2786,early,large,none,58.95,36.90,37.47,11.40,,0.83000,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,False,50.00,-0.1168,41.59,60,ev_cfo,,31.55,77,61.00,LOW,LOW,,unknown,0,unknown,0,False,,68.0,diversified,7,first_in_class,uncrowded,0,,3.0,49.48,10.00,68.43,66.75,82.10,66.96,65.00,commercial,1.0
158,VIR,31.77,31.77,-0.0094,-0.1181,late,small,sev1,42.71,29.13,56.52,58.46,54.31012452779868932982365778,0.87500,0.95,0.65,1.3685,1.3685,2,2,True,weak,,,22,True,75.35,0.2528,69.21,60,mcap_per_trial,35.15,,201,66.00,LOW,MODERATE,,unknown,0,unknown,0,False,,86.0,broad_portfolio,35,me_too,highly_crowded,6062,16.326664024815184,2.0,66.57,80.94,50,77.90,50,64.45,50,development,1.0
159,CRNX,31.76,31.76,0.0152,0.1897,late,mid,none,40.45,62.37,18.83,10.70,72.84677671920060792906944743,0.80500,0.95,0.30,5.8343,5.8343,5,5,True,weak,,,24,True,37.74,0.1689,62.83,60,mcap_per_trial,278.95,,201,68.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,83.0,broad_portfolio,18,me_too,highly_crowded,4891,45.98652066982658,5.0,62.25,65.67,50,82.24,50,69.16,50,development,1.0
160,SANA,31.70,29.14,-0.0165,-0.2057,early,small,sev1,60.00,5.70,54.70,67.54,54.31012452779868932982365778,0.83000,0.95,0.45,1.9429,1.9429,2,2,True,weak,,,25,True,49.18,0.0184,51.32,60,mcap_per_trial,228.28,,28,80.00,HIGH,HIGH,,unknown,0,unknown,0,False,,72.0,focused,5,me_too,highly_crowded,7360,16.51854983046579,1.0,65.22,86.49,50,64.12,50,48.22,50,development,1.0
161,ILMN,31.58,31.58,0.0177,0.2218,early,large,none,40.81,50.53,37.47,40.35,52.0,0.80000,0.85,0.45,2.0556,2.0556,2,2,False,,,stage_early_not_active,,False,50.00,0.0856,56.16,60,ev_cfo,,30.16,77,68.00,LOW,LOW,,unknown,0,unknown,0,False,,35.0,single_asset,1,first_in_class,uncrowded,1,,3.0,65.88,57.79,90.00,49.07,63.80,66.99,65.00,commercial,1.0
162,IMTX,31.20,31.20,0.0197,0.2461,late,small,none,50.00,59.72,45.59,10.70,,0.83000,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,22,True,42.09,-0.0741,44.67,60,mcap_per_trial,73.40,,201,69.00,LOW,LOW,,unknown,0,unknown,0,False,,83.0,broad_portfolio,18,me_too,highly_crowded,4590,72.5239592385823,5.0,54.89,66.42,32.61,82.85,24.40,63.01,,commercial,0.88
163,ABCL,31.16,31.16,0.0025,0.0314,late,small,none,33.61,58.12,40.32,39.80,53.81012452779868932982365778,0.80500,0.95,0.30,2.1966,2.1966,2,2,True,weak,,,267,False,35.77,-0.3638,22.80,60,mcap_per_trial,128.34,,201,77.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,79.0,diversified,8,me_too,highly_crowded,1712,61.5811583395476,4.0,66.20,84.70,50,77.34,50,32.76,50,development,1.0
164,TENX,31.12,31.12,0.0044,0.055,late,micro,none,32.02,57.30,47.55,28.11,53.94873693001494255238040059,0.83500,0.95,0.45,0.6424,0.6424,1,1,True,weak,,,143,False,43.01,0.7537,93.80,60,mcap_per_trial,10.12,,201,75.00,LOW,LOW,,unknown,0,unknown,0,False,,75.0,diversified,8,me_too,uncrowded,483,53.28568237659147,5.0,59.41,55.09,50,85.00,50,76.49,50,development,1.0
165,ADMA,30.94,30.94,-0.0139,-0.1737,late,mid,none,42.91,25.44,29.81,62.44,49.0,0.83500,0.95,0.45,1.132,1.132,2,2,False,,,stage_commercial_not_active,,False,50.00,-0.2338,32.23,60,ev_cfo,,50.00,77,63.00,LOW,LOW,,unknown,0,unknown,0,False,,75.0,diversified,7,me_too,uncrowded,1478,,-1.0,64.68,51.68,68.22,71.42,86.15,51.36,,commercial,0.88
166,HROW,30.88,30.88,-0.0069,-0.0865,late,small,none,61.64,19.99,29.81,65.17,55.5,0.83000,0.95,0.45,2.5694,2.5694,1,1,False,,,stage_commercial_not_active,,False,50.00,-0.1078,42.24,60,ev_cfo,,50.00,77,67.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,68.0,diversified,5,me_too,highly_crowded,1685,,-1.0,39.19,29.56,40.34,24.26,67.83,69.41,,commercial,0.88
167,CADL,30.56,30.56,0.0057,0.0708,late,small,none,51.04,46.94,49.78,10.70,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,52,True,52.21,-0.1888,35.65,60,mcap_per_trial,24.24,,201,67.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,79.0,diversified,13,me_too,highly_crowded,4559,34.903184982071295,5.0,66.50,81.51,50,82.33,50,43.06,50,development,1.0
168,TYRA,30.32,30.32,-0.005,-0.0629,mid,small,none,52.07,28.71,44.86,25.86,53.81012452779868932982365778,0.80500,0.95,0.30,2.5054,2.5054,2,2,True,weak,,,206,False,36.87,0.8774,96.55,60,mcap_per_trial,235.14,,52,65.00,LOW,MODERATE,,unknown,0,unknown,0,False,,75.0,diversified,7,me_too,uncrowded,4961,46.12947789367712,5.0,64.46,68.42,50,83.62,50,89.25,50,development,1.0
169,WVE,29.83,27.49,-0.021,-0.2623,mid,mid,sev1,47.95,10.58,42.78,93.97,78.84677671920060792906944743,0.80500,0.95,0.30,4.4777,4.4777,5,5,True,weak,,,140,False,38.62,0.1508,61.46,60,mcap_per_trial,168.05,,52,60.00,LOW,LOW,,unknown,0,unknown,0,False,,78.0,diversified,15,me_too,highly_crowded,2195,17.27293663030114,2.0,66.18,86.61,31.83,78.69,52.44,70.51,,commercial,0.88
170,AVXL,29.67,29.67,-0.0019,-0.0236,late,small,none,50.00,33.85,29.81,24.13,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,False,50.00,-0.5013,15.49,60,mcap_per_trial,30.52,,201,79.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,83.0,broad_portfolio,13,me_too,highly_crowded,1137,31.52318956727487,5.0,70.73,95.00,50,85.00,50,23.50,50,development,1.0
171,ASND,29.61,29.61,-0.0088,-0.1102,late,large,none,41.01,10.05,29.19,39.80,85,0.78000,0.95,0.65,16.5101,16.5101,9,9,True,moderate,,,22,True,45.57,-0.0988,42.89,60,ev_revenue,,20.00,108,65.00,LOW,LOW,,unknown,0,unknown,0,False,,83.0,broad_portfolio,31,me_too,uncrowded,5908,,2.0,50.75,48.13,50,,50,75.32,50,development,0.88
172,CLLS,29.58,28.69,-0.0203,-0.2542,early,small,none,52.63,5,47.13,67.54,,0.71000,0.95,0.30,,,0,0,False,,,below_threshold,143,False,36.58,0.0181,51.30,60,mcap_per_trial,61.45,,28,39.00,LOW,LOW,,unknown,0,unknown,0,False,,63.0,focused,6,me_too,highly_crowded,5232,,2.0,52.54,60.41,32.32,51.67,60.51,65.61,,commercial,0.88
173,CCCC,28.98,28.98,-0.0013,-0.0157,mid,micro,none,28.84,34.76,57.70,25.86,85,0.83500,0.95,0.45,1.9561,1.9561,3,3,True,moderate,,,26,True,53.17,-0.3736,22.20,60,mcap_per_trial,38.09,,52,60.00,LOW,LOW,,unknown,0,unknown,0,False,,57.0,focused,5,me_too,highly_crowded,4567,30.535421755999426,4.0,64.55,86.49,50,64.88,50,32.09,50,development,1.0
174,ALLO,28.88,28.88,0.0038,0.0472,mid,small,none,42.93,45.70,39.89,25.86,,0.83000,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,False,50.00,0.0160,51.15,60,mcap_per_trial,43.20,,52,56.00,LOW,LOW,,unknown,0,unknown,0,False,,78.0,diversified,9,me_too,highly_crowded,5817,31.744605292362326,4.0,65.92,82.71,50,70.24,50,66.62,50,development,1.0
175,ABEO,28.87,28.87,0.0,0.0,late,micro,none,21.45,64.78,29.81,39.80,56.97779748531208700717022867,0.83500,0.95,0.45,1.132,1.132,2,2,False,,,stage_pivotal_not_active,,False,50.00,-0.2639,29.94,60,mcap_per_trial,25.64,,201,76.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,76.0,diversified,11,best_in_class,uncrowded,10,42.57797269285457,4.0,54.20,51.62,68.55,72.13,20.00,47.12,,commercial,0.88
176,IMVT,28.45,26.17,-0.0197,-0.2461,late,mid,none,22.66,20.10,53.47,48.01,68.97155007586197045635949258,0.87000,0.95,0.65,6.9132,6.9132,6,6,True,moderate,,,22,True,61.05,0.0283,52.04,60,mcap_per_trial,273.58,,201,58.00,MEDIUM,MODERATE,,unknown,1,strong,1,False,,79.0,broad_portfolio,19,me_too,crowded,1296,28.475214390294916,5.0,65.46,72.64,50,85.00,50,74.76,50,development,1.0
177,ELDN,28.22,28.22,-0.0289,-0.3613,mid,micro,sev1,38.07,20.56,35.88,68.97,50.94873693001494255238040059,0.83500,0.95,0.45,0.5139,0.5139,1,1,False,,,no_catalyst_data,,False,50.00,-0.4504,17.93,60,mcap_per_trial,21.50,,52,53.00,LOW,LOW,,unknown,0,unknown,0,False,,75.0,diversified,8,me_too,highly_crowded,828,23.229264248704663,4.0,66.73,83.47,50,84.34,50,26.67,50,development,1.0
178,PVLA,28.17,28.17,-0.0158,-0.1977,late,small,none,33.61,19.38,52.46,28.11,85,0.83000,0.95,0.45,6.0162,6.0162,4,4,False,,,stage_pivotal_not_active,22,True,64.88,0.1022,57.36,60,mcap_per_trial,117.23,,201,48.00,LOW,LOW,,unknown,0,unknown,0,False,,72.0,diversified,8,first_in_class,uncrowded,0,37.98824701195219,5.0,46.37,19.83,50,85.00,50,62.54,50,development,1.0
179,CRSP,28.16,28.16,-0.0031,-0.0393,late,mid,none,16.99,68.45,34.70,60.70,56.09723000587788287448935713,0.83500,0.95,0.45,4.1152,4.1152,3,3,True,weak,,,34,True,43.96,-0.3106,26.41,60,mcap_per_trial,303.23,,201,80.00,MEDIUM,HIGH,,unknown,2,exceptional,2,True,RMAT,86.0,broad_portfolio,16,me_too,moderate,6479,91.05770792320398,2.0,63.77,95.00,50,77.76,50,41.66,50,development,1.0
180,VKTX,27.90,27.90,-0.0216,-0.2704,late,mid,sev1,50.45,16.43,29.81,33.83,69.39000889001333502222503890,0.83500,0.95,0.45,2.233,2.233,3,3,False,,,stage_pivotal_not_active,,False,50.00,-0.3819,21.70,60,mcap_per_trial,365.36,,201,74.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,79.0,diversified,9,me_too,uncrowded,3016,44.33847824400838,5.0,63.90,73.28,50,84.96,50,39.13,50,development,1.0
181,RGNX,27.74,25.52,0.0006,0.0079,late,small,none,19.31,68.05,52.48,39.80,55.5,0.87000,0.95,0.65,2.5694,2.5694,1,1,True,weak,,,1,True,93.93,-0.0123,49.12,60,mcap_per_trial,24.92,,201,69.00,LOW,MODERATE,,unknown,0,unknown,0,False,,80.0,broad_portfolio,22,me_too,moderate,892,44.408664552263986,5.0,53.17,64.56,32.08,63.13,45.65,52.91,,commercial,0.88
182,NGNE,27.69,26.86,-0.0038,-0.0472,late,micro,none,15.17,60.47,29.81,39.80,85,0.83500,0.95,0.45,11.3265,11.3265,8,8,False,,,stage_pivotal_not_active,,False,50.00,-0.4894,16.04,60,mcap_per_trial,43.40,,201,83.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,79.0,diversified,6,me_too,highly_crowded,5353,53.306776909300886,5.0,64.90,78.47,50,82.80,50,30.62,50,development,1.0
