ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
CCCC,"C4 Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.723214,,0,0.603333,1,0.396667,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-28.1;smart_money_score:+26.9;catalyst_score:+1.6,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 98694000.0, ""cash_total"": 74603000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 9.070824974162564, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 3}",early|none|nonpos,0.0033383283582089558,,-1.3823,438,1,-0.2792,-0.1665,3,3,buying,0.0028,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1461.59,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.166186,price_history,,3,1.4197,price_history,,-0.835254,,33.4883,0.7106,-0.410362,-0.424892,early,micro,sev2,drug_developer,morningstar,,,,0,0.7246493933785728973884433477,40.27,41.25000000000000000000000000,66.5,50,38.57370350339522865212427138,11.50231356288684574244336278,37.4506,-0.2682,1.0,438,2,0.3333,0.0065,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,203,0.0033383283582089558,0.276786,-0.5924,10.87,0.0875,-1.3563
GLUE,"Monte Rosa Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.069643,,0,0.423333,1,0.576667,,0,no_upcoming,9,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+21.3;momentum_score:-14.4;financial_score:-12.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 208343000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|pos,0.1,,-1.3525,1302,1,0.4153,0.5561,3,3,buying,0.0028,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,598.18,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.243639,price_history,,3,1.3969,price_history,,-0.731492,,42.1425,1.2054,-0.410362,-0.32113,early,small,none,drug_developer,morningstar,,,,0,0.7225755097590230073056373351,30.84,41.25000000000000000000000000,66.5,31.33,54.53488372093023255813953488,32.87602908479057748933357370,53.4117,0.405,1.0,1302,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,20,0.1,0.930357,1.4785,30.30,0.6125,0.2858
TCRX,"TScan Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.169643,,0,0.296667,1,0.703333,,0,no_upcoming,9,neutral,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-19.9;clinical_score:+12.8;smart_money_score:+11.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 103317000.0, ""cash_total"": 184453000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 21.003529947620134, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 2}",early|none|pos,0.1,,-1.3283,1151,1,0.7341,0.8878,2,2,buying,-0.3873,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2036.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.138063,price_history,,2,0.0539,price_history,,-0.672928,,48.2084,,-0.410362,-0.262566,early,micro,sev1,drug_developer,morningstar,,,,0,0.7583928381114782052648406693,52.14,41.25000000000000000000000000,61.0,90.00,61.86046511627906976744186046,29.21278769304729283095967790,60.7373,0.714,1.0,1151,4,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,48,0.1,0.830357,0.9556,30.94,0.633929,0.3423
NGNE,Neurogene Inc.,,,D,ineligible,D,ineligible,,0.123214,,0,0.31,1,0.69,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-31.4;smart_money_score:+30.9;catalyst_score:-12.9,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 59744000.0, ""cash_total"": 265410000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 53.30945366898768, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",early|none|pos,0.1,,-0.7796,69,1,0.7037,0.8562,8,8,buying,1.9533,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1586.17,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.364075,price_history,,8,0.9285,price_history,,-0.918065,,25.2421,0.823,-0.410362,-0.507703,early,small,none,drug_developer,morningstar,,,,0,0.7881479071784862285838212969,22.70,41.25000000000000000000000000,85,73.81,61.16279069767441860465116279,60.46511627906976744186046512,59.8894,0.6783,1.0,69,5,1.0,0.1407,1,0,0.0,0.3,0.65,rare_disease,0.7047,highly_crowded,1.0,35,0.1,0.876786,1.1591,42.77,0.8375,0.9842
DRUG,Bright Minds Biosciences Inc.,,,D,ineligible,D,ineligible,,0.044643,,0,0.183333,1,0.816667,,0,no_upcoming,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-43.0;clinical_score:+20.5;smart_money_score:+18.5,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""early"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",early|none|pos,0.1,,-1.1813,209,1,1.0225,1.1878,3,3,buying,0.0028,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=1000bps,819.19,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.258346,price_history,,3,-0.2355,price_history,,-0.869988,,40.4708,,-0.410362,-0.459626,early,unknown,sev2,drug_developer,morningstar,,,,0,0.6631473784759074506474209297,58.52,41.25000000000000000000000000,66.5,50,68.48837209302325581395348837,5,67.0924,0.9821,1.0,209,1,0.0,0.0438,0,0,0.0,0.4,0.5,other,0.7047,highly_crowded,1.0,13,0.1,0.955357,1.6992,20.74,0.4125,-0.2211
PVLA,"Palvella Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.351786,,0,0.596667,1,0.403333,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+32.2;momentum_score:-18.9;financial_score:-13.5,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 20080000.0, ""cash_total"": 63567000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 37.98824701195219, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",late|none|nonpos,0.09811690510948905,,0.8669,0,1,-0.278,-0.1652,4,4,buying,0.3929,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,491.35,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.405277,price_history,,4,0.5471,price_history,,-0.770526,,31.1674,,-0.410362,-0.360164,late,small,none,drug_developer,morningstar,,,,0,0.8521463044998834227092562369,20.94,41.25000000000000000000000000,72.0,30.80,38.60102713306442725208843043,26.32653061224489795918367346,39.5779,-0.1784,3.0,69,4,1.0,2.0003,2,3,0.0,0.7,0.5,other,-3.5237,uncrowded,1.0,99,0.09811690510948905,0.648214,0.3805,24.24,0.505357,0.0134
KYMR,"Kymera Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.091071,,0,0.016667,1,0.983333,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+27.6;financial_score:-26.0;smart_money_score:+21.6,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 232891000.0, ""cash_total"": 357011000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.39543820929104, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 5}",early|none|pos,0.1,,-0.2247,13,1,1.3928,1.5732,5,5,buying,0.783,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,334.94,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.108477,price_history,,5,1.6196,price_history,,-0.690207,,35.0512,0.8541,-0.410362,-0.279845,early,mid,none,drug_developer,morningstar,,,,0,0.8132792814635221512012342958,34.38,41.25000000000000000000000000,71.0,10.00,77.000,23.34775554353704705246078962,76.9109,1.3962,1.0,13,4,1.0,0.2461,1,0,0.0,0.4,0.85,oncology,0.7047,crowded,1.0,26,0.1,0.908929,1.3342,44.36,0.866071,1.108
OLMA,"Olema Pharmaceuticals, Inc.",,,D,ineligible,D,ineligible,,0.133929,,0,0.263333,1,0.736667,,0,no_upcoming,9,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+17.6;momentum_score:-15.9;clinical_score:+14.3,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 108389000.0, ""cash_total"": 328960000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 36.41993191190988, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|pos,0.1,,-1.3225,662,1,0.7948,0.951,3,3,buying,0.0028,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,486.91,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.373557,price_history,,3,0.889,price_history,,-0.909801,,35.9381,2.891,-0.410362,-0.499439,early,small,none,drug_developer,morningstar,,,,0,0.7225586214418148107754389792,33.05,41.25000000000000000000000000,66.5,16.67,63.25581395348837209302325581,40.52701159786070548644913166,62.1327,0.7729,1.0,662,3,0.6667,0.001,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,38,0.1,0.866071,1.108,34.14,0.691071,0.4989
CLLS,Cellectis S.A.,,,D,ineligible,D,ineligible,,0.730357,,0,0.59,1,0.41,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-27.1;momentum_score:+9.6;catalyst_score:+9.1,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""early"", ""surv_score"": ""-5.0"", ""tier1_count"": 0}",early|none|nonpos,0.0033383283582089558,,-0.2006,0,1,-0.1942,-0.078,0,0,neutral,-1.1675,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,>2000bps,2050.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.026865,price_history,,0,0.8358,price_history,,-0.806854,,39.6827,0.8122,-0.410362,-0.396492,early,unknown,sev2,drug_developer,morningstar,,,,0,0.6775654673195656802214179263,41.72,41.25000000000000000000000000,,50,40.52701159786070548644913166,5,39.4039,-0.1858,1.0,254,5,1.0,0.0304,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,205,0.0033383283582089558,0.269643,-0.6139,10.35,0.076786,-1.427
CABA,"Cabaletta Bio, Inc.",,,D,ineligible,D,ineligible,,0.030357,,0,0.283333,1,0.716667,,0,no_upcoming,9,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-25.0;smart_money_score:+22.6;clinical_score:+18.6,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 95737000.0, ""cash_total"": 159931000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 19.747412178708867, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 3}",early|none|pos,0.1,,-1.3255,1021,1,0.7644,0.9194,3,3,buying,0.0028,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,998.61,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.513489,price_history,,3,0.9711,price_history,,-0.952869,,38.1204,1.3399,-0.410362,-0.542507,early,small,sev1,drug_developer,morningstar,,,,0,0.7316276176653535144101181837,18.88,41.25000000000000000000000000,66.5,50,62.55813953488372093023255814,30.42184964845862628447809627,60.735,0.7139,1.0,1021,2,0.3333,0.0001,0,0,0.0,0.3,0.6,autoimmune,0.7047,highly_crowded,1.0,9,0.1,0.969643,1.8756,29.86,0.608929,0.2765
TNGX,"Tango Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.173214,,0,0.536667,1,0.463333,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+33.1;financial_score:-31.4;clinical_score:+3.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 109168000.0, ""cash_total"": 152811000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.79733987981826, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 5}",early|none|pos,0.1,,-1.3742,1151,1,0.0976,0.2256,5,5,buying,0.783,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,564.69,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.041338,price_history,,5,1.1681,price_history,,-0.716585,,55.4148,0.8943,-0.410362,-0.306223,early,small,sev1,drug_developer,morningstar,,,,0,0.7286972743289460047673334024,41.36,41.25000000000000000000000000,77.0,50,47.23333934258758488071630310,12.51907938224866294092903071,46.1102,0.0971,1.0,1151,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,49,0.1,0.826786,0.9415,21.03,0.426786,-0.1846
EDIT,"Editas Medicine, Inc.",,,D,ineligible,D,ineligible,,0.051786,,0,0.23,1,0.77,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+25.8;financial_score:-23.9;momentum_score:-3.7,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 128854000.0, ""cash_total"": 165648000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 14.22828421495472, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 0}",early|none|pos,0.1,,-1.3164,959,1,0.8859,1.0457,0,0,neutral,-1.1675,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1626.3,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.161533,price_history,,0,1.5452,price_history,,-0.704215,,38.3838,0.8096,-0.410362,-0.293853,early,micro,sev2,drug_developer,morningstar,,,,0,0.7741403320835565077664702732,35.87,41.25000000000000000000000000,,78.57,65.34883720930232558139534884,15.64148789135268313202331590,63.5257,0.8316,1.0,959,3,0.6667,0.0002,0,0,0.0,0.3,0.55,ophthalmology,0.7047,highly_crowded,1.0,15,0.1,0.948214,1.6278,13.02,0.148214,-1.0441
LRMR,"Larimar Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.101786,,0,0.023333,1,0.976667,,0,no_upcoming,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-47.8;clinical_score:+22.6;momentum_score:+21.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 45921000.0, ""cash_total"": 90140000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.55523616645979, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 5}",early|none|pos,0.1,,-0.0869,0,1,1.3928,1.5732,5,5,buying,0.783,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,704.31,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.598752,price_history,,5,0.6869,price_history,,-0.765405,,51.8228,0.7621,-0.410362,-0.355043,early,small,sev2,drug_developer,morningstar,,,,0,0.7727796499619523861289270573,75.79,41.25000000000000000000000000,71.5,54.76,77.000,6.598762093624181239108226668,75.6615,1.3435,1.0,,2,0.0,0.0,0,0,0.0,0.4,0.5,other,0.2349,crowded,1.0,29,0.1,0.898214,1.2714,16.14,0.2625,-0.6357
PYXS,"Pyxis Oncology, Inc.",,,D,ineligible,D,ineligible,,0.826786,,0,0.583333,1,0.416667,,0,no_upcoming,9,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,smart_money_score:+25.2;momentum_score:-17.4;financial_score:-8.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 53075000.0, ""cash_total"": 76256000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.24111163447951, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 3}",early|none|nonpos,0.0033383283582089558,,-1.3591,358,1,-0.1369,-0.0184,3,3,buying,0.0028,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.35882,price_history,,3,0.5282,price_history,,-0.869501,,25.8976,1.6279,-0.410362,-0.459139,early,micro,sev1,drug_developer,morningstar,,,,0,0.7246236116824352118469765529,23.89,41.25000000000000000000000000,66.5,50,41.84424012979989183342347215,32.87602908479057748933357370,40.7211,-0.1302,1.0,358,2,0.3333,0.0128,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,232,0.0033383283582089558,0.173214,-0.9415,21.82,0.4375,-0.1573
NRIX,"Nurix Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.130357,,0,0.363333,1,0.636667,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-32.6;clinical_score:+19.4;smart_money_score:+13.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 249465000.0, ""cash_total"": 246960000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.879502134567975, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 4}",early|none|pos,0.1,,-1.2397,214,1,0.5216,0.6667,4,4,selling,0.3929,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,674.93,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.280918,price_history,,4,1.3505,price_history,,-0.682029,,30.0169,0.7197,-0.410362,-0.271667,early,small,sev2,drug_developer,morningstar,,,,0,0.8269203490893321769297484822,33.65,41.25000000000000000000000000,51.0,30.95,56.97674418604651162790697675,5,55.8536,0.508,1.0,214,4,1.0,0.042,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,37,0.1,0.869643,1.1247,15.95,0.244643,-0.6914
BDTX,"Black Diamond Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.019643,,0,0.576667,1,0.423333,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-23.9;smart_money_score:+13.1;financial_score:+11.1,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 30864000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",early|none|pos,0.1,,-1.3771,1123,1,-0.0791,0.0418,1,1,buying,-0.7774,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1969.35,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.511127,price_history,,1,0.7092,price_history,,-0.815789,,14.6258,0.7908,-0.410362,-0.405427,early,micro,none,drug_developer,morningstar,,,,0,0.7487296312086975058622894905,18.48,41.25000000000000000000000000,55.5,90.00,43.17348717024217294633735954,53.48837209302325581395348837,42.0503,-0.0741,1.0,1123,2,0.3333,0.0,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,6,0.1,0.980357,2.0612,32.47,0.658929,0.4095
TYRA,"Tyra Biosciences, Inc.",,,D,ineligible,D,ineligible,,0.183929,,0,0.37,1,0.63,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-33.3;smart_money_score:+22.2;clinical_score:+18.0,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 71518000.0, ""cash_total"": 61951000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 10.394753768282111, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 2}",early|none|pos,0.1,,-1.3508,1486,1,0.4912,0.6351,2,2,buying,-0.3873,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,678.57,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.3212,price_history,,2,1.0911,price_history,,-0.800638,,36.2646,0.7452,-0.410362,-0.390276,early,small,sev2,drug_developer,morningstar,,,,0,0.7853712776972458065852143301,28.29,41.25000000000000000000000000,60.5,50,56.27906976744186046511627907,5,55.1559,0.4786,1.0,1486,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,52,0.1,0.816071,0.9005,16.02,0.248214,-0.6801
GHRS,GH Research PLC,,,D,ineligible,D,ineligible,,0.066071,,0,0.01,1,0.99,,0,no_upcoming,9,neutral,deep_drawdown,XS,ineligible,financial_score:-43.8;clinical_score:+28.2;smart_money_score:+22.8,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""early"", ""surv_score"": ""-5.0"", ""tier1_count"": 5}",early|none|pos,0.1,,-0.0905,0,1,1.3928,1.5732,5,5,buying,0.783,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,critical,<=2000bps,1358.9,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.139358,price_history,,5,1.1304,price_history,,-0.560573,,47.4783,0.9535,-0.410362,-0.150211,early,unknown,sev2,drug_developer,morningstar,,,,0,0.6752108817614057372710913518,49.00,41.25000000000000000000000000,71.5,50,77.000,5,75.604,1.3411,1.0,,1,0.0,0.0,0,0,0.0,0.4,0.6,cns,0.7047,highly_crowded,1.0,19,0.1,0.933929,1.5057,21.93,0.448214,-0.1302
